Speaker,Modality,Verb,SemanticClass,LengthOfRecipient,AnimacyOfRec,DefinOfRec,PronomOfRec,LengthOfTheme,AnimacyOfTheme,DefinOfTheme,PronomOfTheme,RealizationOfRecipient,AccessOfRec,AccessOfTheme
NA,written,issue,a,1,animate,definite,nonpronominal,7,inanimate,indefinite,nonpronominal,PP,given,new
NA,written,give,a,1,inanimate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,hand_over,a,4,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,PP,new,accessible
NA,written,give,a,2,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,given,accessible
NA,written,give,c,2,inanimate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,sell,t,2,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,new,given
NA,written,deny,p,1,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,deal,a,3,inanimate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,PP,given,new
NA,written,give,a,2,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,given,new
NA,written,give,a,2,inanimate,indefinite,nonpronominal,3,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,give,t,7,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,give,t,3,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,issue,a,1,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,sell,t,20,animate,indefinite,nonpronominal,1,inanimate,definite,nonpronominal,PP,new,given
NA,written,give,t,9,animate,indefinite,nonpronominal,12,inanimate,indefinite,nonpronominal,PP,given,accessible
NA,written,sell,t,5,animate,definite,nonpronominal,4,inanimate,definite,nonpronominal,PP,new,new
NA,written,sell,t,5,animate,indefinite,nonpronominal,7,inanimate,definite,nonpronominal,PP,new,new
NA,written,sell,t,12,animate,definite,nonpronominal,4,inanimate,definite,nonpronominal,PP,new,accessible
NA,written,sell,t,4,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,PP,new,given
NA,written,sell,t,4,animate,definite,nonpronominal,5,inanimate,definite,nonpronominal,PP,new,new
NA,written,give,c,5,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,grant,a,6,animate,indefinite,nonpronominal,3,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,sell,t,9,animate,indefinite,nonpronominal,3,inanimate,definite,nonpronominal,PP,new,new
NA,written,sell,a,1,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,sell,t,2,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,PP,accessible,new
NA,written,sell,t,2,animate,indefinite,nonpronominal,3,inanimate,indefinite,nonpronominal,PP,accessible,new
NA,written,award,a,6,animate,definite,nonpronominal,9,inanimate,definite,nonpronominal,PP,new,new
NA,written,award,a,10,animate,definite,nonpronominal,4,inanimate,definite,nonpronominal,PP,new,new
NA,written,sell,t,1,animate,definite,nonpronominal,6,inanimate,definite,nonpronominal,PP,given,new
NA,written,sell,t,6,animate,indefinite,nonpronominal,9,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,repay,a,2,animate,indefinite,nonpronominal,6,inanimate,definite,nonpronominal,PP,accessible,accessible
NA,written,sell,t,3,animate,definite,nonpronominal,8,inanimate,definite,nonpronominal,PP,new,new
NA,written,sell,t,5,animate,definite,nonpronominal,11,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,sell,t,8,animate,definite,nonpronominal,6,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,sell,t,2,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,bring,t,5,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,sell,t,3,animate,indefinite,nonpronominal,1,inanimate,definite,pronominal,PP,accessible,given
NA,written,trade,t,3,animate,definite,nonpronominal,5,animate,definite,nonpronominal,PP,new,new
NA,written,supply,t,13,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,new,given
NA,written,pay,t,4,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,PP,accessible,new
NA,written,give,a,5,inanimate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,sell,t,5,animate,definite,nonpronominal,15,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,pay,t,4,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,new
NA,written,sell,t,6,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,cede,a,1,animate,definite,nonpronominal,7,inanimate,definite,nonpronominal,PP,new,accessible
NA,written,sell_off,t,3,animate,indefinite,nonpronominal,5,inanimate,definite,nonpronominal,PP,new,accessible
NA,written,offer,a,6,animate,indefinite,nonpronominal,2,inanimate,definite,nonpronominal,PP,accessible,accessible
NA,written,sell,t,5,animate,indefinite,nonpronominal,9,inanimate,definite,nonpronominal,PP,new,new
NA,written,deliver,a,1,animate,indefinite,nonpronominal,4,inanimate,indefinite,nonpronominal,PP,given,accessible
NA,written,funnel,t,4,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,grant,a,4,animate,indefinite,nonpronominal,4,inanimate,indefinite,nonpronominal,PP,new,accessible
NA,written,give,a,10,inanimate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,prepay,t,8,animate,definite,nonpronominal,7,inanimate,definite,nonpronominal,PP,new,accessible
NA,written,give,a,10,inanimate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,offer,t,4,animate,indefinite,nonpronominal,6,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,sell,t,5,animate,definite,nonpronominal,3,inanimate,definite,nonpronominal,PP,new,new
NA,written,lend,a,4,inanimate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,PP,new,accessible
NA,written,sell,t,2,animate,indefinite,nonpronominal,2,inanimate,definite,nonpronominal,PP,accessible,new
NA,written,sell,t,2,animate,indefinite,nonpronominal,5,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,give,c,2,animate,indefinite,nonpronominal,4,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,give,t,2,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,PP,given,accessible
NA,written,send,t,6,animate,definite,nonpronominal,8,inanimate,definite,nonpronominal,PP,new,accessible
NA,written,pay,t,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,given,new
NA,written,give,a,5,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,new,accessible
NA,written,send,t,4,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,given,new
NA,written,extend,t,1,animate,definite,nonpronominal,7,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,give,a,2,animate,definite,nonpronominal,5,inanimate,definite,nonpronominal,PP,new,accessible
NA,written,give,t,2,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,PP,accessible,accessible
NA,written,give,t,2,inanimate,indefinite,nonpronominal,4,inanimate,indefinite,nonpronominal,PP,accessible,new
NA,written,sell,t,4,animate,indefinite,nonpronominal,5,inanimate,definite,nonpronominal,PP,new,new
NA,written,sell,t,1,animate,indefinite,nonpronominal,4,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,issue,a,2,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,give,a,10,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,lease,t,8,animate,definite,nonpronominal,4,inanimate,definite,nonpronominal,PP,new,given
NA,written,extend,a,1,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,send,t,2,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,new
NA,written,offer,a,2,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,sell,t,1,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,PP,given,given
NA,written,sell,t,5,animate,indefinite,nonpronominal,10,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,pay,t,13,animate,definite,nonpronominal,4,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,pay,t,7,animate,indefinite,nonpronominal,7,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,carry,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,PP,given,given
NA,written,award,t,4,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,PP,given,given
NA,written,sell,t,3,animate,indefinite,nonpronominal,4,inanimate,definite,nonpronominal,PP,new,accessible
NA,written,make,a,2,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,PP,given,new
NA,written,lend,a,9,animate,definite,nonpronominal,4,inanimate,indefinite,nonpronominal,PP,given,accessible
NA,written,send,t,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,award,a,5,animate,definite,nonpronominal,5,inanimate,definite,nonpronominal,PP,new,new
NA,written,sell,t,1,animate,definite,nonpronominal,3,inanimate,definite,nonpronominal,PP,given,new
NA,written,sell,t,6,animate,indefinite,nonpronominal,5,inanimate,definite,nonpronominal,PP,new,new
NA,written,sell,t,4,animate,definite,nonpronominal,4,inanimate,indefinite,nonpronominal,PP,given,accessible
NA,written,offer,a,7,animate,indefinite,nonpronominal,4,inanimate,indefinite,nonpronominal,PP,accessible,new
NA,written,offer,a,2,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,award,a,1,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,PP,given,given
NA,written,send,a,8,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,PP,new,given
NA,written,send,a,2,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,PP,given,given
NA,written,pay,t,9,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,sell,t,10,animate,definite,nonpronominal,16,inanimate,definite,nonpronominal,PP,new,new
NA,written,send,t,3,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,sell,t,1,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,sell,a,5,animate,definite,nonpronominal,4,inanimate,indefinite,nonpronominal,PP,new,accessible
NA,written,give,a,3,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,sell,t,10,animate,definite,nonpronominal,9,inanimate,definite,nonpronominal,PP,new,new
NA,written,give,a,2,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,give,a,4,inanimate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,give,a,22,inanimate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,give,a,12,inanimate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,pay,t,2,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,tell,c,10,animate,definite,nonpronominal,1,inanimate,definite,pronominal,PP,new,given
NA,written,pay,t,3,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,PP,accessible,new
NA,written,sell,t,5,animate,definite,nonpronominal,6,inanimate,definite,nonpronominal,PP,new,new
NA,written,sell,t,2,animate,definite,nonpronominal,6,inanimate,definite,nonpronominal,PP,new,new
NA,written,award,a,5,animate,definite,nonpronominal,5,inanimate,definite,nonpronominal,PP,new,new
NA,written,award,a,5,animate,definite,nonpronominal,6,inanimate,definite,nonpronominal,PP,new,new
NA,written,sell,t,3,animate,definite,nonpronominal,4,inanimate,definite,nonpronominal,PP,accessible,accessible
NA,written,grant,a,1,inanimate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,give,a,4,inanimate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,offer,a,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,given,new
NA,written,pay,c,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,given,new
NA,written,give,a,2,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,give,a,9,inanimate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,new,accessible
NA,written,give,a,10,inanimate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,given,accessible
NA,written,sell,t,6,animate,definite,nonpronominal,6,inanimate,definite,nonpronominal,PP,new,new
NA,written,sell_back,t,2,animate,definite,nonpronominal,10,inanimate,definite,nonpronominal,PP,given,new
NA,written,sell,t,2,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,deal,a,22,inanimate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,pay,t,7,animate,definite,nonpronominal,4,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,tender,t,4,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,PP,accessible,accessible
NA,written,send,a,2,animate,definite,nonpronominal,6,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,sell,t,6,animate,definite,nonpronominal,1,inanimate,definite,pronominal,PP,new,given
NA,written,sell,t,2,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,new,accessible
NA,written,sell,t,3,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,sell,t,6,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,sell,a,2,animate,indefinite,nonpronominal,3,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,sell,c,4,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,PP,new,accessible
NA,written,run,t,3,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,sell,t,1,animate,definite,nonpronominal,3,inanimate,definite,nonpronominal,PP,accessible,new
NA,written,offer,a,5,animate,indefinite,nonpronominal,9,inanimate,indefinite,nonpronominal,PP,new,accessible
NA,written,tell,c,3,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,PP,accessible,given
NA,written,give,a,3,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,sell,t,2,animate,indefinite,nonpronominal,5,inanimate,indefinite,nonpronominal,PP,new,accessible
NA,written,send,c,5,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,new
NA,written,promise,a,2,animate,indefinite,nonpronominal,4,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,pay,t,5,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,PP,new,new
NA,written,sell,t,5,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,new
NA,written,sell,t,5,animate,indefinite,nonpronominal,5,inanimate,definite,nonpronominal,PP,accessible,new
NA,written,sell,t,1,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,sell,t,15,animate,definite,nonpronominal,3,inanimate,definite,nonpronominal,PP,new,new
NA,written,sell,t,2,animate,definite,nonpronominal,11,inanimate,definite,nonpronominal,PP,given,new
NA,written,sell,t,1,animate,definite,nonpronominal,4,inanimate,definite,nonpronominal,PP,accessible,new
NA,written,pay,t,1,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,PP,given,new
NA,written,lend,t,2,animate,definite,nonpronominal,6,inanimate,definite,nonpronominal,PP,new,new
NA,written,sell,t,2,animate,definite,nonpronominal,6,inanimate,definite,nonpronominal,PP,new,new
NA,written,award,a,4,animate,definite,nonpronominal,14,inanimate,definite,nonpronominal,PP,new,new
NA,written,give,a,10,animate,indefinite,nonpronominal,1,inanimate,definite,nonpronominal,PP,new,given
NA,written,sell,t,4,animate,definite,nonpronominal,4,inanimate,definite,nonpronominal,PP,new,new
NA,written,resell,t,1,animate,indefinite,nonpronominal,1,inanimate,definite,pronominal,PP,accessible,given
NA,written,sell,t,3,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,PP,new,given
NA,written,offer,a,2,animate,definite,nonpronominal,4,inanimate,indefinite,nonpronominal,PP,accessible,accessible
NA,written,lease,t,3,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,PP,given,new
NA,written,lease,t,2,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,PP,given,accessible
